title,UMAP1,UMAP2
The twelfth Tansley Lecture. Small is beautiful: the picophytoplankton,-0.4394216,5.8651886
Delivery mode shapes the acquisition and structure of the initial microbiota across multiple body habitats in newborns,-0.9995264,10.202696
Sounds of silence: synonymous nucleotides as a key to biological regulation and complexity,7.9933853,2.7268374
Replication control in a composite plasmid constructed by in vitro linkage of two distinct replicons,5.8056045,0.65941805
Ocean time-series reveals recurring seasonal patterns of virioplankton dynamics in the northwestern Sargasso Sea,0.830048,3.1023953
Single-cell genomics-based analysis of virus–host interactions in marine surface bacterioplankton,1.0703037,2.745772
Flexibility in photosynthetic electron transport: The physiological role of plastoquinol terminal oxidase (PTOX),-0.0832432,4.997797
Capturing diversity of marine heterotrophic protists: one cell at a time,3.070756,9.120247
Origins of Dissolved Organic Matter in Southern California Coastal Waters: Experiments on the Role of Zooplankton,-0.4511433,6.0841722
Metagenomic Analysis of Microbial Symbionts in a Gutless Worm,0.88425994,4.763445
"The activity of sigma E, an Escherichia coli heat-inducible sigma-factor, is modulated by expression of outer membrane proteins.",7.168155,2.3518941
Genomic analysis of the uncultivated marine crenarchaeote Cenarchaeum symbiosum,2.1277304,4.2393966
De novo bacterial genome sequencing: Millions of very short reads assembled on a desktop computer,8.565588,10.099341
Microbial oceanography and the Hawaii Ocean Time-series programme,4.226893,6.4173374
Rapid Diversification of Marine Picophytoplankton with Dissimilar Light-Harvesting Structures Inferred from Sequences of Prochlorococcus and Synechococcus (Cyanobacteria),4.2002316,8.46674
Universally conserved translation initiation factors,6.736922,1.9023045
Sequencing ancient calcified dental plaque shows changes in oral microbiota with dietary shifts of the Neolithic and Industrial revolutions,-0.5168671,10.009539
Uncultured microorganisms as a source of secondary metabolites,5.4542365,6.3808556
Relationships between protein-encoding gene abundance and corresponding process are commonly assumed yet rarely observed,7.335799,2.8820527
"Culture-Dependent and -Independent Characterization of Microbial Communities Associated with a Shallow Submarine Hydrothermal System Occurring within a Coral Reef off Taketomi Island, Japan",0.49382302,6.849168
A versatile class of positive-selection vectors based on the nonviability of palindrome-containing plasmids that allows cloning into long polylinkers,6.170978,0.57155687
Microbial community structure and its functional implications,2.7944195,6.6196876
Diversity of Bacteria at Healthy Human Conjunctiva,-1.1725029,10.911358
Cloning and structural analysis of cDNAs for bcl-2 and a hybrid bcl-2/immunoglobulin transcript resulting from the t (14;18) translocation,6.1347637,1.2344499
From essential to persistent genes: a functional approach to constructing synthetic life,7.597655,3.0256376
"Trichodesmium genome maintains abundant, widespread noncoding DNA in situ, despite oligotrophic lifestyle",2.0620742,3.9736776
Protein superfamilles and domain superfolds,10.414729,5.5255537
The Isolation of Biochemically Deficient Mutants of Bacteria by Means of Penicillin,7.4821258,4.7797313
A Selected Core Microbiome Drives the Early Stages of Three Popular Italian Cheese Manufactures,4.5860147,8.822158
The first Korean genome sequence and analysis: Full genome sequencing for a socio-ethnic group,7.7668266,10.677545
pp125FAK a structurally distinctive protein-tyrosine kinase associated with focal adhesions.,5.736299,0.9241196
IMG 4 version of the integrated microbial genomes comparative analysis system,10.026638,7.30023
Tracking microbial biodiversity through molecular and genomic ecology,3.767439,6.4908667
Occurrence of Copper Proteins through the Three Domains of Life: A Bioinformatic Approach,9.055791,4.7257805
Autotrophic carbon fixation in archaea,-0.3778524,5.468598
Microbiology in the post-genomic era,6.0124345,5.4261937
The Corynebacterium glutamicum genome: features and impacts on biotechnological processes,6.261129,5.6558886
Compartmentalized reactions as a case of soft-matter biotechnology: synthesis of proteins and nucleic acids inside lipid vesicles,6.596848,4.688168
Biotechnological prospects from metagenomics,7.5114527,7.2062693
Diversity and abundance of diazotrophic microorganisms in the South China Sea during intermonsoon,-2.3682802,7.0271344
Computational tools for viral metagenomics and their application in clinical research,3.0514677,2.19805
Genetic and functional properties of uncultivated MCG archaea assessed by metagenome and gene expression analyses,3.3366663,8.269922
The structure of the yeast ribosomal RNA genes. I. The complete nucleotide sequence of the 18S ribosomal RNA gene from Saccharomyces cerevisiae,3.523989,8.957124
"Marine cyanophages infecting oceanic and coastal strains of Synechococcus: abundance, morphology, cross-infectivity and growth characteristics",0.8680538,3.0087974
Development of an extensive set of 16S rDNA-targeted primers for quantification of pathogenic and indigenous bacteria in faecal samples by real-time PCR,3.4020412,10.85456
Differential abundance analysis for microbial marker-gene surveys,7.0825315,9.704007
Dysfunctional MreB inhibits chromosome segregation in Escherichia coli,5.479817,0.71018434
The Genome of the Alga-Associated Marine Flavobacterium Formosa agariphila KMM 3901 T Reveals a Broad Potential for Degradation of Algal Polysaccharides,-0.7829954,10.680955
Environmental and Gut Bacteroidetes: The Food Connection,-0.7830644,10.659143
Merging Genomes with Geochemistry in Hydrothermal Ecosystems,3.2313356,6.499581
Standing stocks and activity of Archaea and Bacteria in the western Arctic Ocean,0.52501786,7.0743675
Marine microbial diversity: can it be determined?,2.651083,6.672684
Phylogenetic relationships ofThiomicrospira species and their identification in deep-sea hydrothermal vent samples by denaturing gradient gel electrophoresis of 16S rDNA fragments,2.3554497,8.537598
Estimating the pattern of nucleotide substitution,10.134596,7.33044
Darwinian adaptation of proteorhodopsin to different light intensities in the marine environment,0.53751135,6.0477157
Microbiota-liberated host sugars facilitate post-antibiotic expansion of enteric pathogens,-1.0145404,10.14698
Gene expression in Streptomyces: Construction and application of promoter-probe plasmid vectors in Streptomyces lividans,6.89208,1.0713502
"Cultured Representatives of Two Major Phylogroups of Human Colonic Faecalibacterium prausnitzii Can Utilize Pectin, Uronic Acids, and Host-Derived Substrates for Growth",5.1440535,8.407653
Bacterial Taxa That Limit Sulfur Flux from the Ocean,-0.1254887,6.1766543
Metagenomic analysis of a permafrost microbial community reveals a rapid response to thaw,-0.3085012,7.3826456
Advances in sequencing technology,7.8803606,8.333988
The CRISPR System: Small RNA-Guided Defense in Bacteria and Archaea,1.7525305,1.5541352
Initiator proteins for the assembly of the 50S subunit from Escherichia coli ribosomes.,5.8118224,0.84395367
Popping the cork: mechanisms of phage genome ejection,2.5019498,1.1094704
Ammonia-oxidising Crenarchaeota: important players in the nitrogen cycle?,0.6263934,5.8465376
Mobile genetic elements: the agents of open source evolution,6.5186243,4.9012423
KOBAS 2.0: a web server for annotation and identification of enriched pathways and diseases,10.200402,7.302713
Accurate multiplex gene synthesis from programmable DNA microchips,8.27498,2.3188848
"Suppression in vitro: Identification of a Serine-sRNA as a ""Nonsense"" Suppressor",5.615228,0.9891777
Putting Synthesis into Biology: A Viral View of Genetic Engineering through De Novo Gene and Genome Synthesis,7.74966,7.456286
Synthesis of DNA fragments in yeast by one-step assembly of overlapping oligonucleotides,8.53192,8.804939
Viable but nonculturable bacteria: a survival strategy,-0.9239227,8.23178
Contrasting genomic properties of free-living and particle-attached microbial assemblages within a coastal ecosystem,1.1542792,7.020609
Genome characteristics of facultatively symbiotic Frankia sp. strains reflect host range and host plant biogeography,3.349508,4.295625
Ecological Perspectives on Microbes Involved in N-Cycling,3.9742975,6.5407248
Archaeal dominance in the mesopelagic zone of the Pacific Ocean,0.99423885,7.7553678
The Genome of Simian Virus 40,5.791572,1.1745938
Synthetic biology and the development of tools for metabolic engineering,6.445151,5.9321027
Varieties of Living Things: Life at the Intersection of Lineage and Metabolism,2.840194,2.4588344
The diversity of small eukaryotic phytoplankton (≤3 μm) in marine ecosystems,4.502055,5.751878
A new method for calculating evolutionary substitution rates,10.145052,7.87356
"Life in the ""Plastisphere"": Microbial Communities on Plastic Marine Debris",-0.2806926,6.9007893
"Wide-spread occurrence and clonal variation in viruses which cause lysis of a cosmopolitan, eukaryotic marine phytoplankter Micromonas pusilla",0.89533216,2.9721456
Codon usage determines translation rate in Escherichia coli,7.7254405,2.236344
Detection of Seven Major Evolutionary Lineages in Cyanobacteria Based on the 16S rRNA Gene Sequence Analysis with New Sequences of Five Marine Synechococcus Strains,5.4061265,8.404266
Microbial genomic taxonomy,5.408859,8.42707
Rapid and Sensitive Protein Similarity Searches,10.135407,8.460745
A Nitrospira metagenome illuminates the physiology and evolution of globally important nitrite-oxidizing bacteria,0.8158487,4.808631
Community proteomics of a natural microbial biofilm.,1.3714616,5.9842343
Mitotic stability of yeast chromosomes: A colony color assay that measures nondisjunction and chromosome loss,6.827813,1.5142506
TACOA – Taxonomic classification of environmental genomic fragments using a kernelized nearest neighbor approach,7.9265285,10.36919
Rising to the challenge: accelerated pace of discovery transforms marine virology,3.0870008,2.1980612
Escherichia coli minimum genome factory,7.044181,2.8380866
Large-scale de novo DNA synthesis: technologies and applications,7.040364,6.226521
"Here a virus, there a virus, everywhere the same virus?",1.2721733,2.7330682
Towards the human intestinal microbiota phylogenetic core,-1.1919099,10.858084
Transferring whole genomes from bacteria to yeast spheroplasts using entire bacterial cells to reduce DNA shearing,8.36541,2.4061954
The eukaryotic tree of life: endosymbiosis takes its TOL,4.008146,4.7450333
Gastrointestinal Microbiome Signatures of Pediatric Patients With Irritable Bowel Syndrome,-1.2169957,10.822775
Biochemical construction and selection of hybrid plasmids containing specific segments of the Escherichia coli genome.,6.0368485,0.52183443
NAST: a multiple sequence alignment server for comparative analysis of 16S rRNA genes,7.7022533,10.041629
Replacement of insulin receptor tyrosine residues 1162 and 1163 compromises insulin-stimulated kinase activity and uptake of 2-deoxyglucose,6.689043,1.7112093
Microbial seed banks: the ecological and evolutionary implications of dormancy,3.4483817,6.6524725
"The viriosphere, diversity, and genetic exchange within phage communities",2.00737,3.21664
Bacterial phylogeny based on comparative sequence analysis (review),7.0963044,9.224226
The Thaumarchaeota: an emerging view of their phylogeny and ecophysiology,0.85076565,4.929135
Imaging mass spectrometry in microbiology,7.693648,5.24103
Acidobacteria Phylum Sequences in Uranium-Contaminated Subsurface Sediments Greatly Expand the Known Diversity within the Phylum,1.9725063,7.981987
Co-occurrence patterns for abundant marine archaeal and bacterial lineages in the deep chlorophyll maximum of coastal California,1.5987653,7.7598047
Metagenomes of the Picoalga Bathycoccus from the Chile Coastal Upwelling,2.298164,4.7946367
Bacterial productivity and microbial biomass in tropical mangrove sediments,0.5245806,7.2698574
Direct Cloning and Sequence Analysis of Enzymatically Amplified Genomic Sequences,6.6768436,10.2278185
Trans-complementation-dependent replication of a low molecular weight origin fragment from plasmid R6K,5.7894807,0.652663
